id,implementation_status,implementation_reason,implementation_type,code_module,required_inputs,verification_status,implementation_source_basis,pending_blocker_type,专业类别,中文名称,英文名称,来源/指南,来源链接
CALC-0075,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_measurements_more,height_cm; age_years; race_factor,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,男性MultiCalc校正PFT,Male Adjusted Pulmonary Function Test Values,MDCalc calculator library,https://www.mdcalc.com/
CALC-0076,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_scores,sex; age_years; hemoglobin_g_dl; predicted_dlco,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,纠正贫血后的一氧化碳弥散功能试验（DLCO）,Hemoglobin-Corrected DLCO,MDCalc calculator library,https://www.mdcalc.com/
CALC-0077,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_measurements_more,residual_volume_l; total_lung_capacity_l,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,肺容积multicalc,Lung Volumes Multicalc,MDCalc calculator library,https://www.mdcalc.com/
CALC-0078,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_measurements_more,inspiratory_reserve_volume_l; tidal_volume_l,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,肺容积multicalc,Lung Volumes Multicalc,MDCalc calculator library,https://www.mdcalc.com/
CALC-0079,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_measurements_more,inspiratory_reserve_volume_l; tidal_volume_l; expiratory_reserve_volume_l,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,肺容积multicalc,Lung Volumes Multicalc,MDCalc calculator library,https://www.mdcalc.com/
CALC-0080,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_measurements_more,inspiratory_reserve_volume_l; tidal_volume_l; expiratory_reserve_volume_l; residual_volume_l,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,肺容积multicalc,Lung Volumes Multicalc,MDCalc calculator library,https://www.mdcalc.com/
CALC-0081,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_measurements_more,expiratory_reserve_volume_l; residual_volume_l,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,肺容积multicalc,Lung Volumes Multicalc,MDCalc calculator library,https://www.mdcalc.com/
CALC-0082,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_measurements_more,closing_volume_l; residual_volume_l,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,肺容积multicalc,Lung Volumes Multicalc,MDCalc calculator library,https://www.mdcalc.com/
CALC-0083,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_measurements_more,closing_volume_l; vital_capacity_l,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,肺容积multicalc,Lung Volumes Multicalc,MDCalc calculator library,https://www.mdcalc.com/
CALC-0084,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_measurements_more,closing_capacity_l; total_lung_capacity_l,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,肺容积multicalc,Lung Volumes Multicalc,MDCalc calculator library,https://www.mdcalc.com/
CALC-0085,merged_alias,Exact duplicate merged into canonical calculator CALC-0051.,compatibility_alias,CALC-0051,clinical_signs_dvt; pe_most_likely; heart_rate; immobilization_or_surgery; previous_dvt_pe; hemoptysis; malignancy,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,呼吸与睡眠医学,肺栓塞可能性：Wells评分系统,Wells Score for Pulmonary Embolism,MDCalc calculator library,https://www.mdcalc.com/
CALC-0086,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_scores,preoperative_fev1_l; fraction_perfusion_removed,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,预测肺切除术后FEV1（灌注法）,Predicted Postoperative FEV1 by Perfusion Method,MDCalc calculator library,https://www.mdcalc.com/
CALC-0087,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_scores,preoperative_fev1_l; segments_removed,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,预测肺切除术后FEV1（解剖法）,Predicted Postoperative FEV1 by Anatomic Method,MDCalc calculator library,https://www.mdcalc.com/
CALC-0088,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.perioperative_more,age_years; spo2_percent; respiratory_infection_last_month; preoperative_anemia_hb_le_10; surgical_incision; duration_hours; emergency_surgery,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,ARISCAT术后肺部并发症风险,ARISCAT Score,MDCalc calculator library,https://www.mdcalc.com/
CALC-0089,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_scores,fev1_percent_predicted; six_min_walk_m; mmrc_grade; bmi,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,BODE指数,BODE Index,MDCalc calculator library,https://www.mdcalc.com/
CALC-0090,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_scores,items,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,CAT评分,COPD Assessment Test,MDCalc calculator library,https://www.mdcalc.com/
CALC-0091,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.emergency_scores,confusion; urea_mmol_l; respiratory_rate; systolic_bp; diastolic_bp; age_years,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,CURB-65肺炎严重度评分,CURB-65 Score,MDCalc calculator library,https://www.mdcalc.com/
CALC-0092,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_scores,age_years; sex; nursing_home_resident; neoplastic_disease; liver_disease; congestive_heart_failure; cerebrovascular_disease; renal_disease; altered_mental_status; respiratory_rate; systolic_bp; temperature_c; pulse; arterial_ph; bun_mg_dl; sodium_mEq_l; glucose_mg_dl; hematocrit_percent; pleural_effusion,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,PSI/PORT肺炎严重度指数,Pneumonia Severity Index,MDCalc calculator library,https://www.mdcalc.com/
CALC-0093,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_scores,snoring; tired; observed_apnea; high_blood_pressure; bmi; age_years; neck_circumference_cm; sex,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,STOP-Bang睡眠呼吸暂停筛查,STOP-Bang Questionnaire,MDCalc calculator library,https://www.mdcalc.com/
CALC-0094,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_scores,grade,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,mMRC呼吸困难分级,Modified Medical Research Council Dyspnea Scale,MDCalc calculator library,https://www.mdcalc.com/
CALC-0095,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_acidbase,fio2; mean_airway_pressure_cm_h2o; pao2_mm_hg,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸与睡眠医学,氧合指数,Oxygenation Index,Merck Manual clinical calculators,https://www.merckmanuals.com/professional/pages-with-widgets/clinical-calculators
CALC-0096,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.complex_rules_more,creatinine_mg_dl; bilirubin_mg_dl; inr; etiology_viral_or_other,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,消化、肝胆与营养,TIPS风险预测/生存预测因素（经颈静脉肝内门体分流术）,TIPS Risk and Survival Prediction,MDCalc calculator library,https://www.mdcalc.com/
CALC-0097,merged_alias,Exact duplicate merged into canonical calculator CALC-0096.,compatibility_alias,CALC-0096,creatinine_mg_dl; bilirubin_mg_dl; inr; etiology_viral_or_other,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,消化、肝胆与营养,TIPS风险预测/生存预测因素（经颈静脉肝内门体分流术）,TIPS Risk and Survival Prediction,MDCalc calculator library,https://www.mdcalc.com/
CALC-0098,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.gastro_nutrition_more,risk_score; days,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,消化、肝胆与营养,TIPS风险预测/生存预测因素（经颈静脉肝内门体分流术）,TIPS Risk and Survival Prediction,TIPS Risk and Survival Prediction / MDCalc,https://www.mdcalc.com/
CALC-0099,merged_alias,Exact duplicate merged into canonical calculator CALC-0098.,compatibility_alias,CALC-0098,risk_score; days,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,消化、肝胆与营养,TIPS风险预测/生存预测因素（经颈静脉肝内门体分流术）,TIPS Risk and Survival Prediction,TIPS Risk and Survival Prediction / MDCalc,https://www.mdcalc.com/
CALC-0100,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.gastro_nutrition_more,pulse_100_or_more; systolic_bp_115_or_less; syncope; nontender_abdomen; rectal_bleeding_first_4_hours; aspirin_use; three_or_more_comorbidities,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,消化、肝胆与营养,下消化道出血和严重出血风险,Severe Lower Gastrointestinal Bleeding Risk,Strate LGIB severe bleeding risk factors,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/215351
