id,专业类别,亚专科,疾病/场景,中文名称,英文名称,输入,输出,量表/方程,评分解读,用途,来源类型,来源/指南,来源链接,获取渠道,真实性层级,常用程度,覆盖说明,临床使用说明,版本/年份,条目来源,来源分组,备注
CALC-0037,心血管医学,,与HAS-BLED出血风险评分对应的临床特点,与HAS-BLED出血风险评分对应的临床特点,HAS-BLED Bleeding Risk Score,量表条目；临床表现；体征或检查结果,与HAS-BLED出血风险评分对应的临床特点总分或风险分层,"高血压 (1 分)
肝功能异常 (1 分)
肾功能异常 (1 分)
卒中 (1 分)
出血倾向或出血体质 (1 分)
服用华法林的患者国际标准化比值 (INR) 不稳定 (1 分)
老年人：年龄超过 65 岁 (1 分)
药物：伴随使用抗血小板药物或非甾体类抗炎药 (NSAIDS) (1 分)
药物：滥用酒精 (1 分)","0 分值:	每 100 患者年 1.13 出血
1 分值:	每 100 患者年 1.02 出血
2 分值:	每 100 患者年 1.88 出血
3 分值:	每 100 患者年 3.74 出血
4 分值:	每 100 患者年 8.70 出血
5 - 9 分值:	数据不足（高风险）",风险预测/预后评估,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0038,心血管医学,,体表面积（Du Bois 法）,体表面积（Du Bois 法）,Body Surface Area by Du Bois Formula,"身高,体重",体表面积,体表面积(BSA) = 0.007184 * 身高^0.725 * 体重^0.425,输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,临床评分/决策支持,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0039,心血管医学,,体质指数（凯特勒指数）,体质指数（凯特勒指数）,Body Mass Index,"身高,体重",身体质量指数,身体质量指数(BMI) = (体重/2.205) / (身高/39.37)^2,"身体质量指数(BMI) < 18.5: 低于正常体重
身体质量指数(BMI) >= 18.5 以及 < 25: 正常体重
身体质量指数(BMI) >= 25 以及 < 30:	超重
身体质量指数(BMI) >= 30 以及 < 35:	一类肥胖
身体质量指数(BMI) >= 35 以及 < 40: 二类肥胖
身体质量指数(BMI) >= 40: 三类肥胖",公式计算/生理指标,官方指南/专业协会,CDC BMI calculators,https://www.cdc.gov/bmi/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,外部来源验证,,
CALC-0040,心血管医学,,平均血管压力（体循环或肺循环）,平均血管压力（体循环或肺循环）,Mean Arterial or Vascular Pressure,"舒张压,收缩压",平均血管压力,平均血管压力 = 舒张压 + ((收缩压 - 舒张压) / 3),输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,临床评分/决策支持,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0041,心血管医学,,心输出量,心输出量,Cardiac Output,"Hgb,O2Sat,PaO2",CaO2,CaO2 = ( Hgb * 13.4 * O2Sat / 100 ) + ( PaO2 * 0.031 ),输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,临床评分/决策支持,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0042,心血管医学,,心输出量,心输出量,Cardiac Output,"Hgb,O2vSat,PaO2",CvO2,CvO2 = ( Hgb * 13.4 * O2vSat / 100 ) + ( PvO2 * 0.031 ),输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,临床评分/决策支持,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0043,心血管医学,,心输出量,心输出量,Cardiac Output,"O2消耗量,CaO2,CvO2",CO,CO = O2消耗量 / (CaO2 - CvO2),输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,临床评分/决策支持,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0044,心血管医学,,心输出量Multicalc,心输出量Multicalc,Cardiac Output Multicalc,"心输出量,体表面积",心脏指数,心脏指数 = 心输出量 / 体表面积,输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,公式计算/生理指标,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0045,心血管医学,,心输出量Multicalc,心输出量Multicalc,Cardiac Output Multicalc,"心输出量,心率",每搏输出量,每搏输出量 = 1000 * 心输出量 / 心率,输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,临床评分/决策支持,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0046,心血管医学,,心输出量Multicalc,心输出量Multicalc,Cardiac Output Multicalc,"每搏输出量,体表面积",每搏输出量指数,每搏输出量指数 = 每搏输出量 / 体表面积,输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,公式计算/生理指标,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0047,心血管医学,,心输出量Multicalc,心输出量Multicalc,Cardiac Output Multicalc,"耗氧量,动脉氧含量,静脉氧含量",心输出量,心输出量 = 耗氧量 / (动脉氧含量 - 静脉氧含量),输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,临床评分/决策支持,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0048,心血管医学,,心输出量Multicalc,心输出量Multicalc,Cardiac Output Multicalc,"身高,体重",体表面积,体表面积 = 0.007184 * 身高^0.725 * 体重^0.425,输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,临床评分/决策支持,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0049,心血管医学,,房颤中风危险的CHA（2）DS（2）-VASc评分,房颤中风危险的CHA（2）DS（2）-VASc评分,CHA2DS2-VASc Score for Atrial Fibrillation Stroke Risk,量表条目；临床表现；体征或检查结果,房颤中风危险的CHA（2）DS（2）-VASc评分总分或风险分层,"临床特点
充血性心衰/ LV 功能障碍 (1 分)
高血压 (1 分)
糖尿病 (1 分)
中风、短暂性脑缺血 (TIA) 或血栓栓塞病史 (2 分)
血管疾病（心肌梗死 [MI]、外周血管疾病 [PVD] 或主动脉粥样硬化病史） (1 分)
年龄
65-74 岁 (1 分)
≥75 岁 (2 分)
性别
女 (1 分)
男 (0 分)","0 分值:	每年 0%
1 分值:	每年 1.3%
2 分值:	每年 2.2%
3 分值:	每年 3.2%
4 分值:	每年 4%
5 分值:	每年 6.7%
6 分值:	每年 9.8%
7 分值:	每年 9.6%
8 分值:	每年 6.7%
9 分值:	每年 15.2%",症状/功能量表,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0050,心血管医学,,深静脉血栓形成概率：Wells评分系统,深静脉血栓形成概率：Wells评分系统,Wells Score for Deep Vein Thrombosis,量表条目；临床表现；体征或检查结果,深静脉血栓形成概率：Wells评分系统总分或风险分层,"临床表现
瘫痪、轻度瘫痪或下肢最近使用骨科高分子绷带 (1 分)
最近卧床（3 天以上）或过去 4 周内接受过重大手术 (1 分)
深静脉系统局部压痛 (1 分)
整个腿部肿胀 (1 分)
小腿比另一条腿肿胀 3 厘米以上（在胫骨粗隆下方 10 厘米处测量） (1 分)
出现症状的腿上压凹性水肿更严重 (1 分)
并行非静脉曲张浅层静脉 (1 分)
正患有癌症或在 6 个月内治疗的癌症 (1 分)
其他诊断比深静脉血栓可能性更大（贝克氏囊肿、蜂窝组织炎、肌肉损伤、浅静脉血栓、静脉炎后综合症、 腹股沟淋巴结肿大、外静脉压迫等） (-2 分)","3 - 8 分:	高DVT 概率
1 - 2 分:	中等概率
-2 - 0 分:	低概率",诊断/分类辅助,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0051,心血管医学,,肺栓塞可能性：Wells评分系统,肺栓塞可能性：Wells评分系统,Wells Score for Pulmonary Embolism,或接受手术；有深静脉血栓或肺栓塞病史；出现咳血；出现恶性肿瘤,肺栓塞可能性：Wells评分系统总分或风险分层,"深静脉血栓症状 (3 分)
没有可更好地解释此疾病的其它诊断 (3 分)
心动过速，脉搏 > 100 (1.5 分)
在过去四周无法行动（>= 3 天）或接受手术 (1.5 分)
有深静脉血栓或肺栓塞病史 (1.5 分)
出现咳血 (1 分)
出现恶性肿瘤 (1 分)","分数 > 6:	高概率
分数 >= 2 以及 <= 6:	中等概率
分数 < 2:	低概率",诊断/分类辅助,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0052,心血管医学,,非Q波心肌梗死预测,非Q波心肌梗死预测,Non-Q-Wave Myocardial Infarction Prediction,no_prior_angioplasty; pain_duration_minutes; st_deviation; recent_angina,非Q波心肌梗死预测评分和风险百分比,既往未接受血管成形术、疼痛持续>=60分钟、ST段偏离、近期心绞痛各1分。,0分7%；1分19.6%；2分24.4%；3分49.9%；4分70.6%。,症状/功能量表,心梗预测评分/医学计算器,MDCalc calculator library,https://www.mdcalc.com/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源验证,,Python实现采用结构化风险因素输入。
CALC-0053,心血管医学,,ASCVD 10年风险评估,ASCVD 10年风险评估,ASCVD 10-Year Risk Estimator,年龄、性别、种族、总胆固醇、HDL、收缩压、降压治疗、糖尿病、吸烟,10年动脉粥样硬化性心血管病风险,Pooled Cohort Equations,用于40-79岁成人一级预防风险沟通,风险预测/预后评估,网络补充,ACC ASCVD Risk Estimator Plus,https://tools.acc.org/ascvd-risk-estimator-plus/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,v1网络补充,,[ACC ASCVD Risk Estimator Plus](https://tools.acc.org/ascvd-risk-estimator-plus/)
